conversation_history	query	rewrited_query	answer	unique_idx	refered_turn	candidates
"['turn 1: Open a single HTML file for editing. -> One HTML file ready for editing:\n- content://documents/webpage/index.html', 'turn 2: Create a new one named index_copy.html -> Your HTML copy has been created at content://documents/webpage/index_copy.html. You can edit it whenever you’re ready.', ""turn 3: Please email content://documents/webpage/index_copy.html to webteam@example.com with subject 'Review request' -> Your review request has been emailed to webteam@example.com.""]"	Send it to Charlie in a text message saying 'Here’s the webpage as HTML file.'	Send content://documents/webpage/index.html to Charlie in a text message saying 'Here’s the webpage as HTML file.'	{'plan': 'send_message', 'arguments': {'to': 'Charlie', 'message': 'Here’s the webpage as HTML file.', 'attachments': ['content://documents/webpage/index.html']}}	ACTION_OPEN_DOCUMENT-122-ACTION_CREATE_DOCUMENT-1-send_email-1-send_message-1	1	['ACTION_SHOW_TIMERS', 'send_message', 'launch_application', 'ACTION_INSERT_EVENT', 'ACTION_VIEW_CALL_LOG']
"['turn 1: Please pick an Excel XLSX workbook. -> Here’s your XLSX workbook: content://docs/workbook.xlsx', 'turn 2: Save content://docs/workbook.xlsx as a new workbook named WorkbookBackup.xlsx -> All set! Your backup workbook is at content://documents/WorkbookBackup.xlsx', ""turn 3: Edit content://documents/WorkbookBackup.xlsx to rename the first sheet to 'BackupSheet' and add today's date in cell A1. -> Renamed the first sheet to 'BackupSheet' and added today's date in cell A1. Access the updated workbook here: content://documents/WorkbookBackup.xlsx""]"	Send the workbook to Emily in a text message saying 'Please review this workbook.'	Send content://docs/workbook.xlsx to Emily in a text message saying 'Please review this workbook.'	{'plan': 'send_message', 'arguments': {'to': 'Emily', 'message': 'Please review this workbook.', 'attachments': ['content://docs/workbook.xlsx']}}	ACTION_OPEN_DOCUMENT-150-ACTION_CREATE_DOCUMENT-1-ACTION_EDIT_DOCUMENT-1-send_message-1	1	['ACTION_VIEW_CONTACT', 'send_message', 'play_video', 'INTENT_ACTION_STILL_IMAGE_CAMERA', 'ACTION_SET_ALARM']
"['turn 1: Please choose an Excel file to view the data. -> Please select a single Excel (.xls) file to view its data.', 'turn 2: Go ahead and create DataView.xls -> Alright, setting up a new Excel workbook. Pick a location to save “DataView.xls.”', ""turn 3: Trigger the device's still image camera app for a photo capture. -> Device's camera is open in still image mode. You can take a photo now.""]"	Send that Excel file to Sarah with the message 'Please check the data.'	Send the selected Excel (.xls) file to Sarah with the message 'Please check the data.'	{'plan': 'send_message', 'arguments': {'to': 'Sarah', 'message': 'Please check the data.'}}	ACTION_GET_CONTENT-203-ACTION_CREATE_DOCUMENT-1-INTENT_ACTION_STILL_IMAGE_CAMERA-1_NR-send_message-1	1	['web_search', 'send_message', 'get_contact_info', 'open_settings', 'INTENT_ACTION_VIDEO_CAMERA']
"['turn 1: Show me the contract PDF at content://docs/contract.pdf -> Contract PDF is ready for you at content://docs/contract.pdf.', ""turn 2: I want to shoot a photo; please launch the still mode camera on my phone. -> Your phone's still image camera is now open and ready."", ""turn 3: Please capture a shot using my phone's still image camera. -> Your photo is ready at content://docs/photo_zephyr.jpg—enjoy!""]"	Send that contract PDF to Alice saying 'Please review this and get back to me.'	Send content://docs/contract.pdf to Alice saying 'Please review this and get back to me.'	{'plan': 'send_message', 'arguments': {'to': 'Alice', 'message': 'Please review this and get back to me.', 'attachments': ['content://docs/contract.pdf']}}	ACTION_OPEN_CONTENT-269-INTENT_ACTION_STILL_IMAGE_CAMERA-1_NR-ACTION_IMAGE_CAPTURE-1-send_message-1	1	['ACTION_SHOW_ALARMS', 'ACTION_OPEN_CONTENT', 'send_message', 'ACTION_SET_ALARM', 'ACTION_VIEW_EVENT']
['turn 1: Can you spin up a PDF named AnnualReport2023.pdf for me? -> Your PDF AnnualReport2023.pdf is now available at content://documents/AnnualReport2023.pdf.', 'turn 2: Append a conclusion page with key takeaways to content://documents/AnnualReport2023.pdf. -> Your AnnualReport2023.pdf is open for editing, and the conclusion page with key takeaways has been added. Check it out here: content://documents/AnnualReport2023.pdf.', 'turn 3: Please pull the phone number from the contact at /contacts/david. -> David’s contact number is 555‑8899.']	Edit that PDF to add a title page with 'Annual Report Overview'	Edit content://documents/AnnualReport2023.pdf to add a title page with 'Annual Report Overview'	"{'plan': 'ACTION_EDIT_DOCUMENT', 'arguments': {'document_uri': 'content://documents/AnnualReport2023.pdf', 'content': ""Add a title page with 'Annual Report Overview'""}}"	ACTION_CREATE_DOCUMENT-18-ACTION_EDIT_DOCUMENT-1-get_contact_info-1_NR-ACTION_EDIT_DOCUMENT-1	1	['ACTION_EDIT_DOCUMENT', 'ACTION_VIEW_CALL_LOG', 'ACTION_OPEN_CONTENT', 'ACTION_SET_TIMER', 'ACTION_VIEW_RECENT_APPS']
"[""turn 1: I'd like to create a new PowerPoint slide deck titled DraftDeck.pptx. -> DraftDeck.pptx is ready! You can find it here: content://documents/DraftDeck.pptx."", 'turn 2: Add a title slide and a summary slide to content://documents/DraftDeck.pptx. -> Done! DraftDeck.pptx now includes a title slide and a summary slide. You can edit it at content://documents/DraftDeck.pptx.', 'turn 3: I want to choose more than one image at once. Please open a multi-select dialog for images. -> Here’s the multi-select image picker—feel free to pick all the photos you want.']"	Edit that deck to add a title slide	Edit content://documents/DraftDeck.pptx to add a title slide	{'plan': 'ACTION_EDIT_DOCUMENT', 'arguments': {'document_uri': 'content://documents/DraftDeck.pptx', 'content': 'add a title slide'}}	ACTION_CREATE_DOCUMENT-16-ACTION_EDIT_DOCUMENT-1-ACTION_OPEN_DOCUMENT-1_NR-ACTION_EDIT_DOCUMENT-2	1	['play_music', 'send_message', 'get_contact_info', 'ACTION_EDIT_DOCUMENT', 'ACTION_EDIT_VIDEO']
"[""turn 1: Generate a GIF animation file named animation.gif. -> All set! Your GIF 'animation.gif' is ready at content://documents/animation.gif"", ""turn 2: Play content://documents/animation.gif now -> Displaying 'animation.gif' from content://documents/animation.gif."", ""turn 3: Share content://documents/animation.gif via text with Emily saying 'Look at this animation!' -> Animation sent to Emily successfully.""]"	Edit that GIF file to add the caption 'Holiday fun'.	Edit content://documents/animation.gif to add the caption 'Holiday fun'.	"{'plan': 'ACTION_EDIT_DOCUMENT', 'arguments': {'document_uri': 'content://documents/animation.gif', 'content': ""Add the caption 'Holiday fun'""}}"	ACTION_CREATE_DOCUMENT-32-ACTION_OPEN_CONTENT-1-send_message-1-ACTION_EDIT_DOCUMENT-1	1	['search_location', 'get_contact_info', 'open_settings', 'ACTION_EDIT_DOCUMENT', 'ACTION_INSERT_EVENT']
"['turn 1: Please generate a JPEG image and call it ProfilePic.jpg. -> Your JPEG image “ProfilePic.jpg” is all set at content://documents/ProfilePic.jpg.', ""turn 2: I would like to film something. Could you open my phone's video camera? -> Your phone’s video camera is active—start recording anytime."", 'turn 3: Choose a video clip for immediate sharing -> Sure thing! Here’s the clip ready to share: content://temp/shared_video.mp4']"	Edit that image to add a 'Sample' watermark	Edit content://documents/ProfilePic.jpg to add a 'Sample' watermark	"{'plan': 'ACTION_EDIT_DOCUMENT', 'arguments': {'document_uri': 'content://documents/ProfilePic.jpg', 'content': ""Add a 'Sample' watermark""}}"	ACTION_CREATE_DOCUMENT-20-INTENT_ACTION_VIDEO_CAMERA-1_NR-ACTION_GET_CONTENT-1-ACTION_EDIT_DOCUMENT-1	1	['ACTION_SET_RINGTONE', 'ACTION_VIEW_CALL_LOG', 'search_location', 'ACTION_EDIT_DOCUMENT', 'ACTION_VIDEO_CAPTURE']
['turn 1: Create an XML config file named settings.xml. -> Your XML file settings.xml is now available at content://documents/settings.xml.', 'turn 2: Boot up the digital camera app for taking a static image. -> Still image camera is up. Ready to shoot.', 'turn 3: Retrieve the business fax details using URI contact://biz/fax/444. -> Got the fax number: (444) 123‑0000.']	Edit that XML file to add a <timeout>30</timeout> element	Edit content://documents/settings.xml to add a <timeout>30</timeout> element	{'plan': 'ACTION_EDIT_DOCUMENT', 'arguments': {'document_uri': 'content://documents/settings.xml', 'content': 'Add a <timeout>30</timeout> element'}}	ACTION_CREATE_DOCUMENT-14-INTENT_ACTION_STILL_IMAGE_CAMERA-1_NR-get_contact_info_from_uri-1_NR-ACTION_EDIT_DOCUMENT-1	1	['ACTION_INSERT_CONTACT', 'ACTION_EDIT_DOCUMENT', 'ACTION_VIDEO_CAPTURE', 'ACTION_VIEW_CALL_LOG', 'ACTION_OPEN_CONTENT']
"[""turn 1: Hey, let's fix Natalie Reed's phone and address in content://contacts/people/natalie_r. New phone: 555-0001, address: 123 Oak Lane. -> Got it! Opening the contact editor for Natalie Reed (URI: content://contacts/people/natalie_r) with phone 555-0001 and address 123 Oak Lane."", ""turn 2: I'd like to capture a moment; please start the still-image camera. -> Your still camera is up; let's capture a great shot."", 'turn 3: Choose the last photo -> Got it – here’s your last photo: content://temp/last_capture.jpg']"	Show me her contact details.	Show me content://contacts/people/natalie_r contact details.	{'plan': 'ACTION_VIEW_CONTACT', 'arguments': {'contact_uri': 'content://contacts/people/natalie_r'}}	ACTION_EDIT_CONTACT-89-INTENT_ACTION_STILL_IMAGE_CAMERA-1_NR-ACTION_GET_CONTENT-1-ACTION_VIEW_CONTACT-1	1	['ACTION_SHOW_TIMERS', 'web_search', 'ACTION_VIEW_CONTACT', 'ACTION_CREATE_DOCUMENT', 'ACTION_EDIT_DOCUMENT']
['turn 1: Add Lucas Wright to my address book with phone: 321-654-0987 and home address: 456 Maple Street. -> Creating Lucas Wright’s contact: phone 321‑654‑0987 and address 456 Maple Street are filled in.', 'turn 2: Dial 321-654-0987 now -> Calling 321-654-0987 now...', 'turn 3: Add 321-654-0987 to my contacts -> Creating a new contact entry: telephone 321-654-0987 is pre-populated.']	View his details	View content://contacts/people/lucaswright details	{'plan': 'ACTION_VIEW_CONTACT', 'arguments': {'contact_uri': 'content://contacts/people/lucaswright'}}	ACTION_INSERT_CONTACT-392-dial-1-ACTION_INSERT_CONTACT-1-ACTION_VIEW_CONTACT-1	1	['ACTION_VIEW_CONTACT', 'ACTION_GET_RINGTONE', 'dial', 'get_contact_info', 'ACTION_VIEW_WEB_HISTORY']
"['turn 1: Fetch only email from content://org.addressbook/entries/222. -> Here’s the email for content://org.addressbook/entries/222: jane.doe@example.com.', 'turn 2: Could I select one image only? I just need access to a single image document. -> Launching the image document picker—please select one image.', ""turn 3: Send the email jane.doe@example.com to Emma with the message 'Check out this image.' -> Done! Your message has been sent to Emma.""]"	View that contact entry	View content://org.addressbook/entries/222	{'plan': 'ACTION_VIEW_CONTACT', 'arguments': {'contact_uri': 'content://org.addressbook/entries/222'}}	get_contact_info-1010-ACTION_OPEN_DOCUMENT-1_NR-send_message-1-ACTION_VIEW_CONTACT-1	1	['ACTION_VIEW_CONTACT', 'ACTION_EDIT_ALARM', 'ACTION_IMAGE_CAPTURE', 'play_music', 'search_location']
"['turn 1: Retrieve an overview of contact content://profiles/contacts/2022. -> Contact details:\nName: Alex Johnson\nPhone: 315-555-0198\nEmail: alex.johnson@domain.com\nAddress: 456 Elm St, Metropolis, CA 90001.', 'turn 2: I want to take a portrait. Open up the good old still camera. -> Still image camera is now open for a portrait.', ""turn 3: Get the latest image file I just captured. -> Here's your latest capture: content://temp/latest_capture.jpg""]"	Show details for it	Show details for content://profiles/contacts/2022	{'plan': 'ACTION_VIEW_CONTACT', 'arguments': {'contact_uri': 'content://profiles/contacts/2022'}}	get_contact_info-1021-INTENT_ACTION_STILL_IMAGE_CAMERA-1_NR-ACTION_GET_CONTENT-1-ACTION_VIEW_CONTACT-1	1	['play_music', 'ACTION_IMAGE_CAPTURE', 'get_contact_info', 'ACTION_VIEW_CONTACT', 'ACTION_SHOW_ALARMS']
"['turn 1: Expose the email for content://com.app.addressbook/contacts/116. -> Sure thing! The email on file is test@samsung.com.', ""turn 2: Show me the full details of content://com.app.addressbook/contacts/116 -> Alright, here's the full profile for content://com.app.addressbook/contacts/116. Email: test@samsung.com – swipe up to see phone, address, and more."", 'turn 3: I want to retrieve a full contact record from my directory. -> On it—retrieving a full contact record. Pick the person… Here you go: content://contacts/people/116']"	Open that contact	Open content://com.app.addressbook/contacts/116	{'plan': 'ACTION_VIEW_CONTACT', 'arguments': {'contact_uri': 'content://com.app.addressbook/contacts/116'}}	get_contact_info-1019-ACTION_VIEW_CONTACT-1-ACTION_PICK-1_NR-ACTION_VIEW_CONTACT-1	1	['ACTION_VIEW_CONTACT', 'send_email', 'ACTION_NAVIGATE_TO_LOCATION', 'ACTION_CREATE_DOCUMENT', 'ACTION_SET_TIMER']
"[""turn 1: Please change Kate's phone from 9876543210 to 0123456789 at content://contacts/people/kate_l. -> Done! Kate’s phone number has been updated to 0123456789."", 'turn 2: Open content://contacts/people/kate_l contact’s info. -> All set—here’s Kate L.’s contact info (content://contacts/people/kate_l).', 'turn 3: Add 123 Elm Street, Springfield to Kate L.’s contact info (content://contacts/people/kate_l) -> Success! Added “123 Elm Street, Springfield” to Kate L.’s contact. Updated URI: content://contacts/people/kate_l']"	Dial her now	Dial Kate at 0123456789 now	{'plan': 'dial', 'arguments': {'phone_number': '0123456789'}}	ACTION_EDIT_CONTACT-67-ACTION_VIEW_CONTACT-1-ACTION_EDIT_CONTACT-1-dial-1	1	['dial', 'ACTION_EDIT_CONTACT', 'ACTION_INSERT_EVENT', 'ACTION_EDIT_ALARM', 'ACTION_VIEW_RECENT_APPS']
['turn 1: Could you help me create a contact for Nolan Reed, email nolan.reed@workmail.org and work phone (415) 555-2737? -> Launching contact form for Nolan Reed: email and work phone ((415)\xa0555‑2737) have been filled.', 'turn 2: Call (415) 555-2737 now -> Connecting to (415) 555-2737...', 'turn 3: Add (415) 555-2737 as Alice Smith -> Launching contact creation form for Alice Smith. Phone (415) 555-2737 is filled in.']	Call him now	Call (415) 555-2737 now	{'plan': 'dial', 'arguments': {'phone_number': '415-555-2737'}}	ACTION_INSERT_CONTACT-394-dial-1-ACTION_INSERT_CONTACT-1-dial-1	1	['dial', 'search_location', 'INTENT_ACTION_STILL_IMAGE_CAMERA', 'ACTION_VIEW_CALL_LOG', 'ACTION_VIEW_RECENT_APPS']
['turn 1: I want to see the information for content://contacts/people/1003. -> All set! Contact details for content://contacts/people/1003:\nName: David Smith\nTel: 555-0103\nMail: david.smith@example.com', 'turn 2: Get the social media account from contact://social/twitter/@tech_guru. -> Here’s the Twitter handle: @tech_guru.', 'turn 3: Get directions to 321 Oak Street. -> Sure thing—launching navigation to 321 Oak Street now.']	Give him a call	Give 555-0103 a call	{'plan': 'dial', 'arguments': {'phone_number': '555-0103'}}	ACTION_VIEW_CONTACT-761-get_contact_info_from_uri-1_NR-ACTION_NAVIGATE_TO_LOCATION-1-dial-1	1	['dial', 'ACTION_OPEN_CONTENT', 'get_contact_info', 'ACTION_GET_RINGTONE', 'ACTION_VIEW_CALL_LOG']
['turn 1: Provide a complete summary of contact content://contacts/people/1618. -> Contact summary:\n• ID: 1618\n• Name: Robert Brown\n• Phone: 555-1618\n• Email: rbrown1618@example.org\n• Address: 1618 Elm St, Gotham, NY 10018', 'turn 2: View contact content://contacts/people/1618 -> Just opened the contact at content://contacts/people/1618—Robert Brown’s details are displayed.', 'turn 3: Dial 555-1618. -> Initiating call to 555-1618...']	Call that number	Call 555-1618	{'plan': 'dial', 'arguments': {'phone_number': '555-1618'}}	get_contact_info-974-ACTION_VIEW_CONTACT-1-dial-1-dial-1	1	['ACTION_INSERT_EVENT', 'dial', 'ACTION_SHOW_TIMERS', 'ACTION_EDIT_CONTACT', 'ACTION_SET_RINGTONE']
['turn 1: Get the phone entry from content://com.example.contacts/1001. -> Got it. The phone number for content://com.example.contacts/1001 is 555-123-4567.', 'turn 2: Please obtain the phone details from /contacts/zach. -> Sure—Zach’s phone number is 555-987-6543.', 'turn 3: Add an email address to content://com.example.contacts/1001: zach@example.com. -> Email zach@example.com has been added to content://com.example.contacts/1001 successfully.']	Dial that number, please	Dial 555-123-456-7, please	{'plan': 'dial', 'arguments': {'phone_number': '555-123-456-7'}}	get_contact_info-1009-get_contact_info-1_NR-ACTION_EDIT_CONTACT-1-dial-1	1	['search_location', 'ACTION_GET_CONTENT', 'play_video', 'dial', 'ACTION_EDIT_ALARM']
['turn 1: Add Lucas Wright to my address book with phone: 321-654-0987 and home address: 456 Maple Street. -> Creating Lucas Wright’s contact: phone 321‑654‑0987 and address 456 Maple Street are filled in.', 'turn 2: Dial 321-654-0987 now -> Calling 321-654-0987 now...', 'turn 3: Add 321-654-0987 to my contacts -> Creating a new contact entry: telephone 321-654-0987 is pre-populated.']	Locate that address in my map application	Locate 456 Maple Street in my map application	{'plan': 'search_location', 'arguments': {'query': '456 Maple Street'}}	ACTION_INSERT_CONTACT-392-dial-1-ACTION_INSERT_CONTACT-1-search_location-1	1	['search_location', 'ACTION_SET_RINGTONE', 'play_music', 'ACTION_GET_RINGTONE', 'ACTION_VIEW_EVENT']
