conversation_history	query	rewrited_query	answer	unique_idx	refered_turn	candidates
"['turn 1: Please generate a JPEG image and call it ProfilePic.jpg. -> Your JPEG image “ProfilePic.jpg” is all set at content://documents/ProfilePic.jpg.', ""turn 2: I would like to film something. Could you open my phone's video camera? -> Your phone’s video camera is active—start recording anytime."", 'turn 3: Record and save to content://mygallery/video1.mp4. -> Great! Your video has been captured and saved at content://mygallery/video1.mp4.', 'turn 4: Extract the segment from 5 seconds to 25 seconds and mute content://mygallery/video1.mp4 -> Here’s the segment you requested from 5s to 25s, with audio muted: content://mygallery/video1_clip.mp4.']"	Add a watermark that reads 'MyProfile' to that JPEG image	Add a watermark that reads 'MyProfile' to content://documents/ProfilePic.jpg	"{'plan': 'ACTION_EDIT_DOCUMENT', 'arguments': {'document_uri': 'content://documents/ProfilePic.jpg', 'content': ""Add a watermark that reads 'MyProfile'""}}"	ACTION_CREATE_DOCUMENT-20-INTENT_ACTION_VIDEO_CAMERA-1_NR-ACTION_VIDEO_CAPTURE-1-ACTION_EDIT_VIDEO-1-ACTION_EDIT_DOCUMENT-1	1	['ACTION_EDIT_DOCUMENT', 'search_location', 'launch_application', 'ACTION_SHOW_TIMERS', 'ACTION_INSERT_CONTACT']
"['turn 1: Create an XML config file named settings.xml. -> Your XML file settings.xml is now available at content://documents/settings.xml.', 'turn 2: Boot up the digital camera app for taking a static image. -> Still image camera is up. Ready to shoot.', ""turn 3: Let's take a shot -> Photo taken! It's available at content://camera/captures/2024-06-01_001.jpg"", 'turn 4: Turn on the camera app to capture a still image. -> Still image camera launched successfully. Feel free to snap your picture.']"	Insert a new entry `<timeout>30</timeout>` into that XML config file	Insert a new entry `<timeout>30</timeout>` into content://documents/settings.xml XML config file	{'plan': 'ACTION_EDIT_DOCUMENT', 'arguments': {'document_uri': 'content://documents/settings.xml', 'content': 'Insert `<timeout>30</timeout>` entry'}}	ACTION_CREATE_DOCUMENT-14-INTENT_ACTION_STILL_IMAGE_CAMERA-1_NR-ACTION_IMAGE_CAPTURE-1-INTENT_ACTION_STILL_IMAGE_CAMERA-1_NR-ACTION_EDIT_DOCUMENT-1	1	['ACTION_SET_RINGTONE', 'ACTION_SET_ALARM', 'ACTION_EDIT_DOCUMENT', 'INTENT_ACTION_VIDEO_CAMERA', 'ACTION_NAVIGATE_TO_LOCATION']
"['turn 1: Generate an SVG icon file named icon.svg. -> SVG icon generated successfully. You can edit it here: content://documents/icon.svg', 'turn 2: Open content://documents/icon.svg and change its fill color to green -> Fill color has been changed to green in icon.svg. Your updated icon is ready at content://documents/icon.svg.', 'turn 3: Please check the contact record at contact://record/phone/+441234567890. -> Certainly! I found this number: +44 1234 567 890.', ""turn 4: Could you fetch the details using content URI 'contact://details/alpha'? -> Here are the details for 'alpha': Alpha Wayne – (415)\xa0555‑0198.""]"	Edit that SVG to change its fill color to #FF0000.	Edit content://documents/icon.svg to change its fill color to #FF0000.	{'plan': 'ACTION_EDIT_DOCUMENT', 'arguments': {'document_uri': 'content://documents/icon.svg', 'content': 'Change fill color to #FF0000'}}	ACTION_CREATE_DOCUMENT-44-ACTION_EDIT_DOCUMENT-1-get_contact_info_from_uri-1_NR-get_contact_info_from_uri-1_NR-ACTION_EDIT_DOCUMENT-1	1	['ACTION_EDIT_DOCUMENT', 'INTENT_ACTION_STILL_IMAGE_CAMERA', 'ACTION_SET_ALARM', 'ACTION_VIEW_CONTACT', 'ACTION_VIEW_EVENT']
"[""turn 1: Please set up an MP4 video file called intro_video.mp4. -> Intro video 'intro_video.mp4' created successfully. Find it at content://videos/intro_video.mp4"", ""turn 2: Show me content://videos/intro_video.mp4. -> Playing 'intro_video.mp4' from content://videos/intro_video.mp4."", 'turn 3: I want to review the internal storage details; please open the corresponding settings screen. -> Internal storage settings opened. You can review usage and manage your files now.', ""turn 4: I am about to record an event. Open my phone's video recording application. -> Video recording mode launched. Feel free to start recording.""]"	Edit that video to add an opening title	Edit content://videos/intro_video.mp4 to add an opening title	{'plan': 'ACTION_EDIT_DOCUMENT', 'arguments': {'document_uri': 'content://videos/intro_video.mp4', 'content': 'Add an opening title'}}	ACTION_CREATE_DOCUMENT-37-ACTION_OPEN_CONTENT-1-open_settings-1_NR-INTENT_ACTION_VIDEO_CAMERA-1_NR-ACTION_EDIT_DOCUMENT-1	1	['ACTION_CREATE_DOCUMENT', 'ACTION_EDIT_DOCUMENT', 'ACTION_IMAGE_CAPTURE', 'get_contact_info_from_uri', 'ACTION_VIEW_SENT_MESSAGES']
"[""turn 1: I'd like to create a new PowerPoint slide deck titled DraftDeck.pptx. -> DraftDeck.pptx is ready! You can find it here: content://documents/DraftDeck.pptx."", 'turn 2: Please open documents of type PDF and text. I would like the option to select more than one file. -> All set! I’ve got your selections:\n• content://docs/report.pdf\n• content://docs/notes.txt', ""turn 3: Send content://docs/report.pdf and content://docs/notes.txt to Sarah in a text message saying 'Here are the files you requested.' -> Files sent to Sarah successfully."", 'turn 4: Show the messages I sent Sarah. -> Your sent messages to Sarah: Sarah – ""Here are the files you requested.""']"	Edit that slide deck to add a title slide with the heading 'Quarterly Plan'	Edit content://documents/DraftDeck.pptx to add a title slide with the heading 'Quarterly Plan'	"{'plan': 'ACTION_EDIT_DOCUMENT', 'arguments': {'document_uri': 'content://documents/DraftDeck.pptx', 'content': ""Title slide with heading 'Quarterly Plan'""}}"	ACTION_CREATE_DOCUMENT-16-ACTION_OPEN_DOCUMENT-1_NR-send_message-1-ACTION_VIEW_SENT_MESSAGES-1-ACTION_EDIT_DOCUMENT-1	1	['INTENT_ACTION_VIDEO_CAMERA', 'ACTION_OPEN_CONTENT', 'ACTION_EDIT_DOCUMENT', 'launch_application', 'ACTION_VIEW_EVENT']
"[""turn 1: I want a WAV audio file titled audio_sample.wav. -> I've created your WAV file 'audio_sample.wav'. You can open it at content://documents/audio_sample.wav"", ""turn 2: Play content://documents/audio_sample.wav -> Now playing 'audio_sample.wav' from content://documents/audio_sample.wav."", 'turn 3: Could you pull up an email address from my directory? -> I’ve got an email address for you: content://contacts/email/8', 'turn 4: Update the name of content://contacts/email/8 to Elizabeth Taylor -> All done! The name for content://contacts/email/8 is now Elizabeth Taylor.']"	Send that WAV file to Alex saying 'Here's the audio sample for the project.'	Send content://documents/audio_sample.wav to Alex saying 'Here's the audio sample for the project.'	"{'plan': 'send_message', 'arguments': {'to': 'Alex', 'message': ""Here's the audio sample for the project."", 'attachments': ['content://documents/audio_sample.wav']}}"	ACTION_CREATE_DOCUMENT-35-ACTION_OPEN_CONTENT-1-ACTION_PICK-1_NR-ACTION_EDIT_CONTACT-1-send_message-1	1	['ACTION_VIEW_SENT_MESSAGES', 'ACTION_OPEN_DOCUMENT', 'send_message', 'get_contact_info', 'ACTION_CREATE_DOCUMENT']
"[""turn 1: Hey, let's fix Natalie Reed's phone and address in content://contacts/people/natalie_r. New phone: 555-0001, address: 123 Oak Lane. -> Got it! Opening the contact editor for Natalie Reed (URI: content://contacts/people/natalie_r) with phone 555-0001 and address 123 Oak Lane."", ""turn 2: I'd like to capture a moment; please start the still-image camera. -> Your still camera is up; let's capture a great shot."", 'turn 3: Choose the last photo -> Got it – here’s your last photo: content://temp/last_capture.jpg', 'turn 4: Open content://temp/last_capture.jpg image -> Launching content://temp/last_capture.jpg.']"	Send her a message saying 'Hi Natalie, just checking if this new number works for you.'	Send Natalie Reed a message saying 'Hi Natalie, just checking if this new number works for you.'	{'plan': 'send_message', 'arguments': {'to': 'Natalie Reed', 'message': 'Hi Natalie, just checking if this new number works for you.'}}	ACTION_EDIT_CONTACT-89-INTENT_ACTION_STILL_IMAGE_CAMERA-1_NR-ACTION_GET_CONTENT-1-ACTION_OPEN_CONTENT-1-send_message-1	1	['ACTION_SHOW_TIMERS', 'INTENT_ACTION_VIDEO_CAMERA', 'get_contact_info', 'play_music', 'send_message']
"['turn 1: Hey, please update the address and email for Frank (URI: content://contacts/people/frank). Address: 55 Maple Ave, Boston. Email: frank@maple.com -> Alright, opening Frank’s contact. You can fill in the address 55 Maple Ave, Boston and email frank@maple.com.', 'turn 2: Show me where 55 Maple Ave, Boston is. -> Mapping 55 Maple Ave: 55 Maple Ave, Boston, MA 02134, USA—take a look!', 'turn 3: Guide me to 55 Maple Ave, Boston. -> Launching navigation to 55 Maple Ave, Boston. Enjoy the ride!', ""turn 4: Find recent studies on the advantages of meditation. -> Search results for 'advantages of meditation recent studies': Evidence highlights stress reduction, enhanced cognitive performance, and better emotional regulation.""]"	Send him a message saying 'Hi Frank, I’ve updated your address to 55 Maple Ave, Boston and your email to frank@maple.com.'	Send content://contacts/people/frank a message saying 'Hi Frank, I’ve updated your address to 55 Maple Ave, Boston and your email to frank@maple.com.'	{'plan': 'send_message', 'arguments': {'to': 'content://contacts/people/frank', 'message': 'Hi Frank, I’ve updated your address to 55 Maple Ave, Boston and your email to frank@maple.com.'}}	ACTION_EDIT_CONTACT-62-search_location-1-ACTION_NAVIGATE_TO_LOCATION-1-web_search-1_NR-send_message-1	1	['ACTION_SHOW_ALARMS', 'ACTION_VIEW_PLAYLIST', 'ACTION_INSERT_EVENT', 'ACTION_CREATE_DOCUMENT', 'send_message']
"['turn 1: Choose a Markdown document to edit. -> Opening your documents—select a Markdown (.md) file to edit.', ""turn 2: Summon the device's camera app for a still photograph. -> Camera ready in still image mode."", 'turn 3: Choose the image I just shot -> Image selection complete—here’s what you just captured: content://temp/photo128.jpg', ""turn 4: Create a Word document named PhotoDescription.docx for content://temp/photo128.jpg -> Your Word doc 'PhotoDescription.docx' is now at content://documents/PhotoDescription.docx.""]"	Text Jane 'Please check this Markdown document.' with that Markdown file attached.	Text Jane 'Please check this Markdown document.' with a Markdown (.md) file attached.	{'plan': 'send_message', 'arguments': {'to': 'Jane', 'message': 'Please check this Markdown document.'}}	ACTION_OPEN_DOCUMENT-163-INTENT_ACTION_STILL_IMAGE_CAMERA-1_NR-ACTION_GET_CONTENT-1-ACTION_CREATE_DOCUMENT-1-send_message-1	1	['send_email', 'get_contact_info_from_uri', 'ACTION_EDIT_VIDEO', 'send_message', 'ACTION_VIEW_SENT_EMAILS']
"[""turn 1: I'd like to upload any type of file for a quick backup. -> Your file has been selected for backup: content://files/backup_archive.zip"", 'turn 2: Save content://files/backup_archive.zip as a new ZIP file named FullBackup.zip -> Backup complete: you can find FullBackup.zip here: content://documents/FullBackup.zip', 'turn 3: Edit content://documents/FullBackup.zip to add a README file describing its contents -> Your backup archive has been updated with a README describing its contents. Access the revised FullBackup.zip here: content://documents/FullBackup.zip', ""turn 4: Could you pick a contact for me from my records? -> I've selected a contact for you: content://contacts/people/15""]"	Share that file via SMS to +1122334455 saying 'Backup of my archive'.	Share content://documents/FullBackup.zip via SMS to +1122334455 saying 'Backup of my archive'.	{'plan': 'send_message', 'arguments': {'to': '+1122334455', 'message': 'Backup of my archive', 'attachments': ['content://documents/FullBackup.zip']}}	ACTION_GET_CONTENT-170-ACTION_CREATE_DOCUMENT-1-ACTION_EDIT_DOCUMENT-1-ACTION_PICK-1_NR-send_message-1	1	['ACTION_GET_RINGTONE', 'ACTION_INSERT_EVENT', 'ACTION_EDIT_CONTACT', 'send_message', 'dial']
"['turn 1: Hey, please update the address and email for Frank (URI: content://contacts/people/frank). Address: 55 Maple Ave, Boston. Email: frank@maple.com -> Alright, opening Frank’s contact. You can fill in the address 55 Maple Ave, Boston and email frank@maple.com.', 'turn 2: Show me where 55 Maple Ave, Boston is. -> Mapping 55 Maple Ave: 55 Maple Ave, Boston, MA 02134, USA—take a look!', 'turn 3: Guide me to 55 Maple Ave, Boston. -> Launching navigation to 55 Maple Ave, Boston. Enjoy the ride!', ""turn 4: Find recent studies on the advantages of meditation. -> Search results for 'advantages of meditation recent studies': Evidence highlights stress reduction, enhanced cognitive performance, and better emotional regulation.""]"	Display his contact details	Display content://contacts/people/frank's contact details	{'plan': 'ACTION_VIEW_CONTACT', 'arguments': {'contact_uri': 'content://contacts/people/frank'}}	ACTION_EDIT_CONTACT-62-search_location-1-ACTION_NAVIGATE_TO_LOCATION-1-web_search-1_NR-ACTION_VIEW_CONTACT-1	1	['ACTION_SHOW_ALARMS', 'ACTION_INSERT_CONTACT', 'INTENT_ACTION_STILL_IMAGE_CAMERA', 'ACTION_VIEW_CONTACT', 'ACTION_VIEW_CALL_LOG']
['turn 1: Modify Jack’s email to jack@newmail.com and address to 42 Wallaby Way, Sydney. Contact: content://contacts/people/jackp. -> All set! Jack’s email is now jack@newmail.com and his address is updated to 42 Wallaby Way, Sydney.', 'turn 2: Show me content://contacts/people/jackp contact details. -> Here’s Jack P.’s full contact view (content://contacts/people/jackp). Let me know if you want any edits.', 'turn 3: Ring 555-123-4567 up -> Placing a call to 555-123-4567...', 'turn 4: What are my latest calls? -> Here’s the list of your latest calls:\n• 555-123-4567 (Outgoing) – Today, 3:05\xa0PM\n• 555-0155 (Incoming) – Yesterday, 2:00\xa0PM\n• 555-9876 (Missed) – June\xa010, 6:45\xa0PM']	Open his contact record	Open content://contacts/people/jackp contact record	{'plan': 'ACTION_VIEW_CONTACT', 'arguments': {'contact_uri': 'content://contacts/people/jackp'}}	ACTION_EDIT_CONTACT-66-ACTION_VIEW_CONTACT-1-dial-1-ACTION_VIEW_CALL_LOG-1-ACTION_VIEW_CONTACT-1	1	['ACTION_VIEW_SENT_EMAILS', 'ACTION_VIEW_WEB_HISTORY', 'ACTION_CREATE_DOCUMENT', 'INTENT_ACTION_VIDEO_CAMERA', 'ACTION_VIEW_CONTACT']
"[""turn 1: What's the phone number for the contact with URI content://contacts/people/1011? -> The phone number for contact 1011 is (555) 321-4321."", 'turn 2: Locate (555) 321-4321 on the map -> I’m not finding a map location for that phone number.', 'turn 3: Can you prompt the video camera to start recording? -> Video camera is now running—record away!', 'turn 4: Pick several of video camera recordings for me -> Sure—showing your saved recordings. Pick as many video files as you like.']"	Open that contact	Open the contact with URI content://contacts/people/1011	{'plan': 'ACTION_VIEW_CONTACT', 'arguments': {'contact_uri': 'content://contacts/people/1011'}}	get_contact_info-971-search_location-1-INTENT_ACTION_VIDEO_CAMERA-1_NR-ACTION_GET_CONTENT-1-ACTION_VIEW_CONTACT-1	1	['send_message', 'ACTION_GET_RINGTONE', 'ACTION_VIEW_CALL_LOG', 'ACTION_VIEW_SENT_EMAILS', 'ACTION_VIEW_CONTACT']
"['turn 1: I need the postal address for the client whose URI is content://com.company.contacts/contact/789. -> Got it. The mailing address on file is 456 Corporate Blvd, Suite 100, Business City, CA 90001.', 'turn 2: Update content://com.company.contacts/contact/789’s address to 123 New Ave, Floor\xa05, Businesstown,\xa0NY\xa010002. -> Address updated! The new address for content://com.company.contacts/contact/789 is now 123 New Ave, Floor\xa05, Businesstown,\xa0NY\xa010002.', 'turn 3: Initiate an alarm at 20:40 with a ringtone from https://example.org/ringtone.mp3. -> Your 8:40\xa0PM alarm (alarm_505) with the custom tone is all set.', ""turn 4: Add a label ‘Evening Alert’, bump 'alarm_505' to 9:00 PM, and skip confirmation when setting 'alarm_505'. -> Your 'Evening Alert' alarm (alarm_505) is now set for 9:00 PM, and the confirmation dialog will be skipped.""]"	Show me that client's contact details	Show me content://com.company.contacts/contact/789's contact details	{'plan': 'ACTION_VIEW_CONTACT', 'arguments': {'contact_uri': 'content://com.company.contacts/contact/789'}}	get_contact_info-969-ACTION_EDIT_CONTACT-1-ACTION_SET_ALARM-1_NR-ACTION_EDIT_ALARM-1-ACTION_VIEW_CONTACT-1	1	['ACTION_VIEW_SENT_EMAILS', 'INTENT_ACTION_VIDEO_CAMERA', 'dial', 'ACTION_GET_CONTENT', 'ACTION_VIEW_CONTACT']
