conversation_history	query	rewrited_query	answer	unique_idx	refered_turn	candidates	plan
['turn 1: Call the HR hotline at +91-22-2778-5555. -> Connecting to +91-22-2778-5555...', 'turn 2: Play the clip at [http://videos.net/clip.avi](http://videos.net/clip.avi) using SMPlayer. -> Playing [http://videos.net/clip.avi](http://videos.net/clip.avi) in SMPlayer.', 'turn 3: Play the tutorial video from ftp\://ftp.example.com/pub/videos/tutorial.mp4. -> Playing ftp\://ftp.example.com/pub/videos/tutorial.mp4 in the default player.']	"Actually, could you save this number as ""HR Hotline""?"	"Actually, could you save +91-22-2778-5555 as ""HR Hotline""?"	{'plan': 'ACTION_INSERT_CONTACT', 'arguments': {'contact_info': {'phone': '+91-22-2778-5555', 'name': 'HR Hotline'}}}	dial-953-ACTION_VIEW_CALL_LOG-1-ACTION_INSERT_CONTACT-1-ACTION_INSERT_CONTACT-1	1	['ACTION_INSERT_EVENT', 'play_music', 'launch_application', 'ACTION_INSERT_CONTACT', 'ACTION_VIEW_CALL_LOG']	ACTION_INSERT_CONTACT
"['turn 1: Call tech support at 1800-123-000. -> Calling tech support at 1800-123-000 now.', 'turn 2: Show me Times Square on the map. -> Times Square is located at Broadway and 7th Avenue, New York, NY 10036, USA.', 'turn 3: Schedule an event ""Dentist Check-Up"" on August 1, 2024, at 11:00 AM at Smile Dental Clinic with description ""Routine cleaning"". -> Event ""Dentist Check-Up"" (Routine cleaning) added on August 1, 2024, 11:00 AM at Smile Dental Clinic. View at content://calendar/event/4.']"	"Actually, could you save this number as ""Tech Support""?"	"Actually, could you save 1800-123-000 as ""Tech Support""?"	{'plan': 'ACTION_INSERT_CONTACT', 'arguments': {'contact_info': {'name': 'Tech Support', 'phone': '1800-123-000'}}}	dial-934-ACTION_OPEN_DOCUMENT-1_NR-send_email-1-ACTION_INSERT_CONTACT-1	1	['open_settings', 'ACTION_VIEW_WEB_HISTORY', 'search_location', 'ACTION_INSERT_CONTACT', 'INTENT_ACTION_STILL_IMAGE_CAMERA']	ACTION_INSERT_CONTACT
"['turn 1: Please schedule a ""Team Offsite"" on September 27, 2024 from 8:00 AM to 5:00 PM at Mountain Resort with description ""Team-building activities"". -> Your ""Team Offsite"" is scheduled for September 27, 2024 from 8:00 AM to 5:00 PM at Mountain Resort (Team-building activities). Event saved: content://calendar/event/8', 'turn 2: Show me my recent browsing data. -> Here’s your web history: Pinterest (board ""Home Decor Ideas""), Etsy (shop ""Handmade Pottery""), Houzz (gallery ""Kitchen Remodel""), Zillow (listing ""2-bedroom condo""), Wayfair (product ""LED lamp"")', 'turn 3: Reach out to Jane at 555 678 910. -> Calling Jane at 555 678 910 now\...']"	Please start navigation to that resort.	Please start navigation to Mountain Resort.	{'plan': 'ACTION_NAVIGATE_TO_LOCATION', 'arguments': {'location': 'Mountain Resort'}}	ACTION_INSERT_EVENT-483-web_search-1_NR-ACTION_VIEW_WEB_HISTORY-1-ACTION_NAVIGATE_TO_LOCATION-1	1	['web_search', 'get_contact_info', 'ACTION_NAVIGATE_TO_LOCATION', 'dial', 'ACTION_CREATE_DOCUMENT']	ACTION_NAVIGATE_TO_LOCATION
['turn 1: Update Natalie Reed’s contact (content://contacts/people/natalie_r) with phone number 555-0001 and address 123 Oak Lane. -> Natalie Reed’s contact updated: phone 555-0001, address 123 Oak Lane.', 'turn 2: Activate video recording mode. -> Video recording mode is now active.', 'turn 3: Show contact information for content://contacts/people/1033. -> Displaying details for content://contacts/people/1033.']	Actually, could you get directions to that address?	Actually, could you get directions to 123 Oak Lane?	{'plan': 'ACTION_NAVIGATE_TO_LOCATION', 'arguments': {'location': '123 Oak Lane'}}	ACTION_EDIT_CONTACT-89-INTENT_ACTION_STILL_IMAGE_CAMERA-1_NR-ACTION_GET_CONTENT-1-ACTION_NAVIGATE_TO_LOCATION-2	1	['ACTION_VIEW_SENT_MESSAGES', 'INTENT_ACTION_STILL_IMAGE_CAMERA', 'ACTION_SET_TIMER', 'ACTION_NAVIGATE_TO_LOCATION', 'ACTION_EDIT_DOCUMENT']	ACTION_NAVIGATE_TO_LOCATION
"['turn 1: Schedule an ""Anniversary Dinner"" on December 1, 2024 from 7:30 PM to 10:00 PM at The Olive Branch with description ""Celebrate with spouse"". -> ""Anniversary Dinner"" is scheduled for December 1, 2024, 7:30 PM–10:00 PM at The Olive Branch. Event saved: content://calendar/event/1010', 'turn 2: Open the ringtone picker so I can choose a sound. -> Opening the ringtone picker for you to select a ringtone.', 'turn 3: Where is the Sydney Opera House located? -> The Sydney Opera House is at Bennelong Point, Sydney NSW 2000, Australia. Displaying it now.']"	Actually, could you plot a route to Anniversary event?	Actually, could you plot a route to The Olive Branch?	{'plan': 'ACTION_NAVIGATE_TO_LOCATION', 'arguments': {'location': 'The Olive Branch'}}	ACTION_INSERT_EVENT-475-ACTION_OPEN_DOCUMENT-1_NR-send_message-1-ACTION_NAVIGATE_TO_LOCATION-1	1	['ACTION_EDIT_VIDEO', 'ACTION_SET_ALARM', 'ACTION_NAVIGATE_TO_LOCATION', 'ACTION_SET_TIMER', 'ACTION_VIEW_SENT_MESSAGES']	ACTION_NAVIGATE_TO_LOCATION
"['turn 1: Select an image from my gallery. -> Here’s the image you picked: content://temp/DCIM/Camera/IMG_20230815_123456.jpg', 'turn 2: Open my contacts so I can choose a number for my new dialer. -> Opening contacts—please select a number.', 'turn 3: Schedule a ""Code Review Session"" on May 2, 2024 from 4:00 PM to 5:30 PM at Dev Lab with description ""Review pull requests"". -> ""Code Review Session"" scheduled for May 2, 2024, 4:00 PM–5:30 PM at Dev Lab (Review pull requests). Event saved: content://calendar/event/3']"	Please display the selected image file.	Please display content://temp/DCIM/Camera/IMG_20230815_123456.jpg.	{'plan': 'ACTION_OPEN_CONTENT', 'arguments': {'uri': 'content://temp/DCIM/Camera/IMG_20230815_123456.jpg', 'mime_type': 'image/jpeg'}}	ACTION_GET_CONTENT-166-ACTION_OPEN_CONTENT-1-send_message-1-ACTION_OPEN_CONTENT-1	1	['ACTION_VIDEO_CAPTURE', 'ACTION_INSERT_EVENT', 'ACTION_OPEN_CONTENT', 'ACTION_EDIT_CONTACT', 'ACTION_PICK']	ACTION_OPEN_CONTENT
"['turn 1: Create a BMP image named ""canvas.bmp"". -> Your BMP image ""canvas.bmp"" has been saved. You can access it at content://documents/canvas.bmp.', 'turn 2: Schedule a lunch meetup ""Catch-Up with Sarah"" on June 30, 2024 from 12:00 PM to 1:00 PM at Central Café. -> ""Catch-Up with Sarah"" (Lunch meetup) scheduled for June 30, 2024, 12:00 PM–1:00 PM at Central Café. Event: content://calendar/event/6.', 'turn 3: Show my call history. -> Here are your recent calls: Paul +61-2-9876-5432 (incoming) today at 12:15 PM; Quinn +1-408-555-0177 (missed) yesterday at 11:30 AM; Rachel +1-202-555-0112 (outgoing) today at 4:45 PM.']"	Please open that image.	Please open content://documents/canvas.bmp.	{'plan': 'ACTION_OPEN_CONTENT', 'arguments': {'uri': 'content://documents/canvas.bmp', 'mime_type': 'image/bmp'}}	ACTION_CREATE_DOCUMENT-34-ACTION_OPEN_CONTENT-1-ACTION_PICK-1_NR-ACTION_OPEN_CONTENT-1	1	['ACTION_OPEN_DOCUMENT', 'send_email', 'send_message', 'ACTION_OPEN_CONTENT', 'INTENT_ACTION_STILL_IMAGE_CAMERA']	ACTION_OPEN_CONTENT
"['turn 1: Select several audio tracks for a new playlist. -> Got it! These tracks have been selected: content://music/track01.mp3, content://music/track02.mp3, content://music/track03.mp3.', 'turn 2: Show me my recently sent text messages. -> Here are your sent messages: Mom (+82-3512-0000): ""I'll be there soon""; Alice (+1-212-555-0198): ""Happy Birthday!""; Dave (+44-7700-900123): ""On my way now.""', 'turn 3: Choose a contact so I can view their details for the report. -> Here’s your contact list; tap one to view their details.']"	Please open the first audio track.	Open content://music/track01.mp3	{'plan': 'ACTION_OPEN_CONTENT', 'arguments': {'uri': 'content://music/track01.mp3', 'mime_type': 'audio/mpeg'}}	ACTION_GET_CONTENT-169-ACTION_CREATE_DOCUMENT-1-ACTION_EDIT_DOCUMENT-1-ACTION_OPEN_CONTENT-1	1	['ACTION_EDIT_DOCUMENT', 'dial', 'ACTION_OPEN_CONTENT', 'ACTION_VIEW_EVENT', 'ACTION_GET_RINGTONE']	ACTION_OPEN_CONTENT
"['turn 1: Update the contact at content://contacts/people/maria_g with name Maria Gonzalez and phone number 654-3210. -> Contact updated: Maria Gonzalez’s name and phone number are now set to 654-3210 at content://contacts/people/maria_g.', 'turn 2: Add George Washington to my contacts with the note ""First President of USA"". -> George Washington added to contacts with note ""First President of USA"".', 'turn 3: Create a contact for Chris Evans with phone 909-080-7070, email [chrise@marvel.com], and address 100 Avengers Way. -> Chris Evans contact created: phone 909-080-7070, email [chrise@marvel.com], address 100 Avengers Way.']"	Actually, could you dial Maria?	Actually, could you dial 654-3210?	{'plan': 'dial', 'arguments': {'phone_number': '654-3210'}}	ACTION_EDIT_CONTACT-94-INTENT_ACTION_VIDEO_CAMERA-1_NR-ACTION_OPEN_DOCUMENT-1_NR-dial-1	1	['get_contact_info', 'search_location', 'launch_application', 'dial', 'ACTION_VIEW_SENT_EMAILS']	dial
"['turn 1: Update Nina Simone’s contact (content://contacts/people/nina) with company MusicStars, phone number 210-0123, and email [nina@music.com]. -> Nina Simone’s contact updated: Company MusicStars, Phone 210-0123, Email [nina@music.com]. Record URI: content://contacts/people/nina', 'turn 2: Show me my sent emails. -> Here are your sent emails: to [janet.doe@example.com] – ""Budget Review""; to [mike.ross@example.com] – ""Interview Confirmation"".', 'turn 3: What is the full address of the Louvre Museum? -> The Louvre Museum is located at Rue de Rivoli, 75001 Paris, France.']"	Actually, could you call Nina Simone at that number?	Actually, could you call Nina Simone at 210-0123?	{'plan': 'dial', 'arguments': {'phone_number': '210-0123'}}	ACTION_EDIT_CONTACT-110-ACTION_SET_ALARM-1_NR-ACTION_SHOW_ALARMS-1-dial-1	1	['ACTION_GET_RINGTONE', 'get_contact_info_from_uri', 'ACTION_VIEW_PLAYLIST', 'dial', 'ACTION_EDIT_CONTACT']	dial
['turn 1: Show me the contact summary for content://contacts/people/1618. -> Here’s the contact summary for ID 1618: Name: Robert Brown; Phone: 555-1618; Email: [rbrown1618@example.org]; Address: 1618 Elm St, Gotham, NY 10018.', 'turn 2: Open the airplane mode settings panel. -> Airplane mode settings panel is now open.', 'turn 3: Retrieve and display the archive at content://archives/data.zip. -> Archive displayed at content://archives/data.zip.']	Actually, could you call that number?	Actually, could you call 555-1618?	{'plan': 'dial', 'arguments': {'phone_number': '555-1618'}}	get_contact_info-974-ACTION_VIEW_CONTACT-1-dial-1-dial-1	1	['ACTION_INSERT_EVENT', 'dial', 'ACTION_SHOW_TIMERS', 'ACTION_EDIT_CONTACT', 'ACTION_SET_RINGTONE']	dial
"['turn 1: Select all Office documents (.doc, .docx, .xls, .xlsx, .ppt). -> Sure—please select all your Office documents: Word (.doc/.docx), Excel (.xls/.xlsx), and PowerPoint (.ppt).', 'turn 2: Open ""Instrumental Study"". -> Here are the tracks in ""Instrumental Study"": Moonlight Sonata; Canon in D; Gymnopédie No.1.', 'turn 3: Show me my sent emails. -> Here are your sent emails: to [steve@example.com] – ""New Hire Onboarding""; to [tina@example.com] – ""Marketing Plan""; to [uma@example.com] – ""Event Schedule"".']"	Actually, could you email those Office documents to [manager@example.com] with subject 'Monthly Reports' and body 'Please review the reports.'?	Actually, could you email Word (.doc/.docx), Excel (.xls/.xlsx), and PowerPoint (.ppt) to [manager@example.com] with subject 'Monthly Reports' and body 'Please review the reports.'?	{'plan': 'send_email', 'arguments': {'to': 'manager@example.com', 'subject': 'Monthly Reports', 'body': 'Please review the reports.'}}	ACTION_OPEN_DOCUMENT-154-ACTION_PICK-1_NR-ACTION_EDIT_CONTACT-1-send_email-1	1	['ACTION_IMAGE_CAPTURE', 'ACTION_VIEW_PLAYLIST', 'ACTION_EDIT_CONTACT', 'ACTION_VIEW_SENT_EMAILS', 'send_email']	send_email
"['turn 1: Create an MP4 video file named ""intro_video.mp4"". -> Intro video ""intro_video.mp4"" has been created at content://videos/intro_video.mp4.', 'turn 2: Update the contact at content://contacts/people/aiden with address ""99 Sunset Blvd"" and email [aiden99@sunset.com]. -> Aiden’s contact has been updated: address 99 Sunset Blvd and email [aiden99@sunset.com] (URI: content://contacts/people/aiden).', 'turn 3: Select web assets (HTML, CSS, JavaScript files). -> Ready to select your HTML, CSS, and JS files.']"	"Please email that video file to [marketing@company.com] with the subject ""Intro Video"" and the body ""Here is the new intro video."""	"Please email content://videos/intro_video.mp4 to [marketing@company.com] with the subject ""Intro Video"" and the body ""Here is the new intro video."""	{'plan': 'send_email', 'arguments': {'to': 'marketing@company.com', 'subject': 'Intro Video', 'body': 'Here is the new intro video.', 'attachments': ['content://videos/intro_video.mp4']}}	ACTION_CREATE_DOCUMENT-37-ACTION_OPEN_CONTENT-1-open_settings-1_NR-send_email-1	1	['ACTION_NAVIGATE_TO_LOCATION', 'ACTION_VIEW_RECENT_APPS', 'INTENT_ACTION_STILL_IMAGE_CAMERA', 'send_email', 'open_settings']	send_email
"['turn 1: Create a new Markdown document named ""PROJECT_OVERVIEW\.md"". -> PROJECT_OVERVIEW\.md has been created at content://documents/PROJECT_OVERVIEW\.md.', 'turn 2: Call 5554321. -> Calling 5554321 now\...', 'turn 3: Select multiple text files for batch processing. -> Please select the text files you want to include.']"	"Actually, could you send that Markdown file to the team group with the message ""Project overview attached.""?"	"Actually, could you send content://documents/PROJECT_OVERVIEW\.md to the team group with the message ""Project overview attached.""?"	{'plan': 'send_email', 'arguments': {'to': 'nina@music.com', 'body': 'The contract details were updated today.'}}	ACTION_EDIT_CONTACT-110-ACTION_SET_ALARM-1_NR-ACTION_EDIT_ALARM-1-send_email-1	1	['ACTION_SHOW_ALARMS', 'ACTION_SET_ALARM', 'ACTION_EDIT_ALARM', 'ACTION_EDIT_CONTACT', 'send_email']	send_email
['turn 1: Update Nina Simone’s contact at content://contacts/people/nina with company MusicStars, phone 210-0123, and email [nina@music.com]. -> Nina Simone’s contact has been updated: Company: MusicStars, Phone: 210-0123, Email: [nina@music.com]. Record URI: content://contacts/people/nina', 'turn 2: What is the postal address for content://profiles/contacts/89? -> The postal address for content://profiles/contacts/89 is 789 Pine Road, Smalltown, CA 90210.', 'turn 3: Please select a plain text log file. -> Sure—tap a plain text log file to open it.']	Can you email her the contract details that were updated today?	Can you email [nina@music.com] the contract details that were updated today?	{'plan': 'send_message', 'arguments': {'to': 'the team group', 'message': 'Project overview attached.', 'attachments': ['content://documents/PROJECT_OVERVIEW.md']}}	ACTION_CREATE_DOCUMENT-17-ACTION_EDIT_DOCUMENT-1-launch_application-1_NR-send_message-1	1	['ACTION_SET_ALARM', 'send_message', 'ACTION_VIEW_PLAYLIST', 'open_settings', 'ACTION_OPEN_CONTENT']	send_message
['turn 1: Show me the contract PDF at content://docs/contract.pdf. -> Here’s the contract PDF: content://docs/contract.pdf.', 'turn 2: What are my active timers? -> Here are your active timers: Tea – 3 minutes, Workout – 8 minutes, Laundry – 15 minutes.', 'turn 3: Please select a PowerPoint file for tomorrow’s meeting. -> Sure—select a .pptx file for your meeting.']	"Actually, could you send that contract PDF to Alice saying ""Please review this and get back to me""?"	"Actually, could you send content://docs/contract.pdf to Alice saying ""Please review this and get back to me""?"	{'plan': 'send_message', 'arguments': {'to': 'Alice', 'message': 'Please review this and get back to me', 'attachments': ['content://docs/contract.pdf']}}	ACTION_OPEN_CONTENT-269-INTENT_ACTION_STILL_IMAGE_CAMERA-1_NR-ACTION_IMAGE_CAPTURE-1-send_message-1	1	['ACTION_SHOW_ALARMS', 'ACTION_OPEN_CONTENT', 'send_message', 'ACTION_SET_ALARM', 'ACTION_VIEW_EVENT']	send_message
"['turn 1: Update the email for Anthony at content://contacts/people/anthony to [ant.hony@mail.com]. -> Opening editor for Anthony (content://contacts/people/anthony) with email [ant.hony@mail.com].', 'turn 2: Show me the contact summary for content://com.app.addressbook/contacts/404. -> Contact summary for John Smith (content://com.app.addressbook/contacts/404): Phone: 555-987-6543; Email: [john.smith@domain.com]; Address: 456 Oak Avenue, Metropolis, NY 10001.', 'turn 3: Send a note to [hr@corporate.org] with subject ""Vacation Request"". -> Your note to [hr@corporate.org] with subject ""Vacation Request"" has been sent.']"	"Actually, could you send Anthony a message saying ""Hi Anthony, I just updated your email. Can you confirm you received my test email?""?"	"Actually, could you send content://contacts/people/anthony a message saying ""Hi Anthony, I just updated your email. Can you confirm you received my test email?""?"	{'plan': 'send_message', 'arguments': {'to': 'Anthony', 'message': 'Hi Anthony, just updated your email. Can you confirm you received my test email?'}}	ACTION_EDIT_CONTACT-90-get_contact_info-1_NR-ACTION_VIEW_CONTACT-1-send_message-1	1	['send_message', 'ACTION_SET_TIMER', 'ACTION_VIEW_PLAYLIST', 'ACTION_EDIT_VIDEO', 'ACTION_CREATE_DOCUMENT']	send_message
