conversation_history	query	rewrited_query	answer	unique_idx	candidates
['turn 1: Make a call to 030-1234-5678 now! -> Placing a call to 030-1234-5678...', 'turn 2: What calls have I made and received recently? -> Recent calls: 030-1234-5678 (Outgoing) - Today 2:30 PM; 212-555-0182 (Missed) - Today 1:15 PM; Dad +1-415-555-0198 (Incoming) - Sep 12, 6:45 PM', 'turn 3: Save 212-555-0182 as a new contact named Dentist -> Done. Dentist (212-555-0182) has been added to your address book.', 'turn 4: Place a call to 212-555-0182 now -> Placing a call to 212-555-0182...']	Add it to contacts	Add 212-555-0182 to contacts	{'plan': 'ACTION_INSERT_CONTACT', 'arguments': {'contact_info': {'phone': '212-555-0182'}}}	dial-928-ACTION_VIEW_CALL_LOG-1-ACTION_INSERT_CONTACT-1-dial-1-ACTION_INSERT_CONTACT-1	['ACTION_SHOW_TIMERS', 'ACTION_EDIT_VIDEO', 'ACTION_INSERT_CONTACT', 'ACTION_EDIT_DOCUMENT', 'ACTION_PICK']
['turn 1: Could you pull email info from content://com.company.contacts/contact/432? -> Got it—contact 432’s email is sarah.connors@company.com.', 'turn 2: Open content://com.company.contacts/contact/432 -> Sarah Connors’ info:\nPhone: 555‑210‑9876\nEmail: sarah.connors@company.com\nAddress: 500 Silicon Valley Rd, Palo Alto, CA', 'turn 3: I’d like you to choose a phone number from my contacts. -> Received! Here’s the phone info you wanted: content://contacts/phone/55', 'turn 4: Call content://contacts/phone/55 -> Initiating call to content://contacts/phone/55...']	Store him in my address book	Store content://contacts/phone/55 in my address book	{'plan': 'ACTION_INSERT_CONTACT', 'arguments': {'contact_info': {'uri': 'content://contacts/phone/55'}}}	get_contact_info-1006-ACTION_VIEW_CONTACT-1-ACTION_PICK-1_NR-dial-1-ACTION_INSERT_CONTACT-1	['ACTION_OPEN_DOCUMENT', 'ACTION_INSERT_CONTACT', 'search_location', 'ACTION_VIEW_CALL_LOG', 'INTENT_ACTION_STILL_IMAGE_CAMERA']
['turn 1: Give me a summary of the contact at content://contacts/people/42. -> Here’s what I found:\n• Name: Michael Lee\n• Phone: 555-987-6543\n• Email: michael.lee42@example.com\n• Address: 321 Oak St, Centerville, OH 45459', 'turn 2: Call 555-987-6543 -> Placing a call to 555-987-6543...', 'turn 3: Create new contact from the call to 555-987-6543 with address 321 Oak St, Centerville, OH 45459 -> Starting a new contact: phone 555-987-6543 and address 321 Oak St, Centerville, OH 45459 are pre-filled.', 'turn 4: Show 321 Oak St, Centerville, OH 45459 on a map -> Displaying 321 Oak St, Centerville, OH 45459 on the map now.']	Schedule a house inspection there tomorrow from 3 to 4 PM titled House Inspection with notes to bring a camera	Schedule a house inspection at 321 Oak St, Centerville, OH 45459 tomorrow from 3 to 4 PM titled House Inspection with notes to bring a camera	{'plan': 'ACTION_INSERT_EVENT', 'arguments': {'TITLE': 'House Inspection', 'DESCRIPTION': 'Bring a camera', 'EVENT_LOCATION': '321 Oak St, Centerville, OH 45459', 'BEGIN_TIME': 1700700000000, 'END_TIME': 1700703600000}}	get_contact_info-970-dial-1-ACTION_INSERT_CONTACT-1-search_location-1-ACTION_INSERT_EVENT-1	['search_location', 'dial', 'play_music', 'ACTION_INSERT_EVENT', 'ACTION_GET_RINGTONE']
"[""turn 1: Send a quick reminder to John at +15551234567 saying 'Don't forget the meeting at 3pm today.' -> Your reminder has been sent to +15551234567."", 'turn 2: Give +15551234567 a quick call -> Initiating call to +15551234567...', 'turn 3: Create a new contact with +15551234567 -> Initiating contact setup: +15551234567 is entered.', 'turn 4: Find +15551234567\'s address using the map app -> Opening map search for ""+15551234567"" now.']"	Schedule lunch with them next Wednesday from 12 to 1 PM titled Lunch Meeting with notes to discuss progress	Schedule lunch with +15551234567 next Wednesday from 12 to 1 PM titled Lunch Meeting with notes to discuss progress	{'plan': 'ACTION_INSERT_EVENT', 'arguments': {'TITLE': 'Lunch Meeting', 'DESCRIPTION': 'Discuss progress', 'BEGIN_TIME': 1700959200000, 'END_TIME': 1700962800000}}	send_message-1241-dial-1-ACTION_INSERT_CONTACT-1-search_location-1-ACTION_INSERT_EVENT-1	['ACTION_INSERT_EVENT', 'send_email', 'ACTION_VIEW_WEB_HISTORY', 'ACTION_OPEN_CONTENT', 'ACTION_VIDEO_CAPTURE']
"[""turn 1: Please change Kate's phone from 9876543210 to 0123456789 at content://contacts/people/kate_l. -> Done! Kate’s phone number has been updated to 0123456789."", 'turn 2: Open content://contacts/people/kate_l contact’s info. -> All set—here’s Kate L.’s contact info (content://contacts/people/kate_l).', 'turn 3: Add 123 Elm Street, Springfield to Kate L.’s contact info (content://contacts/people/kate_l) -> Success! Added “123 Elm Street, Springfield” to Kate L.’s contact. Updated URI: content://contacts/people/kate_l', 'turn 4: Find 123 Elm Street, Springfield on a map. -> Pin’s in place at 123 Elm Street, Springfield. Take a look!']"	Navigate me there now.	Navigate me to 123 Elm Street, Springfield now.	{'plan': 'ACTION_NAVIGATE_TO_LOCATION', 'arguments': {'location': '123 Elm Street, Springfield'}}	ACTION_EDIT_CONTACT-67-ACTION_VIEW_CONTACT-1-ACTION_EDIT_CONTACT-1-search_location-1-ACTION_NAVIGATE_TO_LOCATION-1	['ACTION_OPEN_DOCUMENT', 'ACTION_VIEW_SENT_EMAILS', 'ACTION_INSERT_CONTACT', 'INTENT_ACTION_VIDEO_CAMERA', 'ACTION_NAVIGATE_TO_LOCATION']
"['turn 1: Record a short video clip of my surroundings. -> All set—your surroundings clip is saved to content://videos/surroundings_002.mp4.', ""turn 2: Send content://videos/surroundings_002.mp4 to john@example.com with subject 'Surroundings Clip' -> Surroundings clip sent to john@example.com."", ""turn 3: Could you list the messages I've sent? -> Sent emails:\n• to john@example.com - 'Surroundings Clip'"", ""turn 4: Input a calendar event for 'Business Strategy Meeting' intended to review our growth plans at the Main Office Conference Room. It should be scheduled from 1703200000000 to 1703207200000. -> Event 'Business Strategy Meeting' set for December\xa022,\xa02023 at Main Office Conference Room to review growth plans. See it here: content://calendar/event/2005""]"	Navigate me there	Navigate me to Main Office Conference Room	{'plan': 'ACTION_NAVIGATE_TO_LOCATION', 'arguments': {'location': 'Main Office Conference Room'}}	ACTION_VIDEO_CAPTURE-707-send_email-1-ACTION_VIEW_SENT_EMAILS-1-ACTION_INSERT_EVENT-1_NR-ACTION_NAVIGATE_TO_LOCATION-1	['web_search', 'ACTION_IMAGE_CAPTURE', 'ACTION_EDIT_VIDEO', 'send_email', 'ACTION_NAVIGATE_TO_LOCATION']
"['turn 1: Do a quick retrieval of my call logs. -> Recent call logs: Victor +1-702-555-0111 (Incoming) - Today 1:00 PM; Wendy +1-213-555-0144 (Missed) - Today 6:30 AM; Xavier +1-512-555-0162 (Outgoing) - Yesterday 9:10 PM', 'turn 2: I want to select one document that is in text format. Open my document picker. -> No problem—launching the text document picker. Go ahead and pick the file you’d like.', ""turn 3: Email the text document to editor@example.com with subject 'Draft' saying 'Here is the draft for your edits' -> Draft document sent to editor@example.com."", ""turn 4: Please register an event 'Charity Walk' described as a community fundraising activity at Central Park, starting at 1703100000000 and ending at 1703105400000. -> Your 'Charity Walk' community fundraising activity is scheduled for December\xa021,\xa02023 at Central Park. Details here: content://calendar/event/2006""]"	Get directions there	Get directions to Central Park	{'plan': 'ACTION_NAVIGATE_TO_LOCATION', 'arguments': {'location': 'Central Park'}}	ACTION_VIEW_CALL_LOG-1938-ACTION_OPEN_DOCUMENT-1_NR-send_email-1-ACTION_INSERT_EVENT-1_NR-ACTION_NAVIGATE_TO_LOCATION-1	['dial', 'play_video', 'ACTION_EDIT_CONTACT', 'ACTION_NAVIGATE_TO_LOCATION', 'ACTION_OPEN_CONTENT']
"[""turn 1: Alarm 26 should be at 16:35 every Wednesday with 'uri://pop_tune' ringtone. -> Alarm 26 updated to 4:35\xa0PM every Wednesday using the 'uri://pop_tune' ringtone."", 'turn 2: Help me select a mailing address from my saved contacts. -> There you go! Mailing address selected: content://contacts/address/15', 'turn 3: Change content://contacts/address/15 to 456 Elm St and add phone 555-6789 -> All done—address set to “456 Elm St” and phone number 555-6789 added. View it at content://contacts/address/15', 'turn 4: Where is content://contacts/address/15 on the map? -> Location set: 456 Elm St on the map. Let me know if you need anything else.']"	Start navigation there.	Start navigation to 456 Elm St.	{'plan': 'ACTION_NAVIGATE_TO_LOCATION', 'arguments': {'location': '456 Elm St'}}	ACTION_EDIT_ALARM-1660-ACTION_PICK-1_NR-ACTION_EDIT_CONTACT-1-search_location-1-ACTION_NAVIGATE_TO_LOCATION-1	['ACTION_VIEW_RECENT_APPS', 'ACTION_EDIT_ALARM', 'ACTION_SET_RINGTONE', 'ACTION_NAVIGATE_TO_LOCATION', 'dial']
"['turn 1: Display all the alarms present. -> All alarms on file: [alarm_id: 1 - 6:20 AM, Morning Pages; alarm_id: 2 - 6:50 AM, Check News; alarm_id: 3 - 7:30 AM, Dog Walk; alarm_id: 4 - 9:00 AM, Project Discussion]', ""turn 2: Turn off vibration for 'alarm_id: 4 - 9:00 AM, Project Discussion' and shift 'alarm_id: 4 - 9:00 AM, Project Discussion' to 9:15 AM. -> Done! Alarm 4 is now set for 9:15 AM with vibration disabled."", ""turn 3: I'd like to see the SMS number from contact://sms/5551234567. -> Here’s the SMS number you asked for: 5551234567."", 'turn 4: I need to open both text and PDF files, and I want to be able to select multiple documents. -> Opening a combined text and PDF picker—multi-select enabled. You picked: content://storage/docs/meeting_notes.txt; content://storage/docs/presentation.pdf; content://storage/docs/summary.txt.']"	Open the PDF file	Open content://storage/docs/presentation.pdf	{'plan': 'ACTION_OPEN_CONTENT', 'arguments': {'uri': 'content://storage/docs/presentation.pdf', 'mime_type': 'application/pdf'}}	ACTION_SHOW_ALARMS-700-ACTION_EDIT_ALARM-1-get_contact_info_from_uri-1_NR-ACTION_OPEN_DOCUMENT-1_NR-ACTION_OPEN_CONTENT-1	['ACTION_SHOW_ALARMS', 'ACTION_PICK', 'ACTION_OPEN_CONTENT', 'ACTION_VIEW_PLAYLIST', 'ACTION_IMAGE_CAPTURE']
"['turn 1: Can you take me to Uluru, Northern Territory, Australia? -> Route to Uluru, Northern Territory, Australia has been started in Maps.', ""turn 2: Access the still image capture app now. -> Still image capture app opened—you're all set to take photos."", 'turn 3: Pick that newest picture -> Here’s the newest picture you grabbed: content://temp/newest_pic.jpg', 'turn 4: Save content://temp/newest_pic.jpg as NewestPicture.jpg -> NewestPicture.jpg has been saved to content://pictures/NewestPicture.jpg.']"	Open that image now	Open content://pictures/NewestPicture.jpg now	{'plan': 'ACTION_OPEN_CONTENT', 'arguments': {'uri': 'content://pictures/NewestPicture.jpg'}}	ACTION_NAVIGATE_TO_LOCATION-1756-INTENT_ACTION_STILL_IMAGE_CAMERA-1_NR-ACTION_GET_CONTENT-1-ACTION_CREATE_DOCUMENT-1-ACTION_OPEN_CONTENT-1	['ACTION_OPEN_DOCUMENT', 'ACTION_CREATE_DOCUMENT', 'ACTION_OPEN_CONTENT', 'ACTION_VIEW_CALL_LOG', 'ACTION_NAVIGATE_TO_LOCATION']
"['turn 1: Select various file types to include in the package. -> Opening file selector—please pick multiple files of any type.', 'turn 2: If there aren’t any files, create a new PDF document named PackageContents.pdf. -> No files detected. Let’s generate a PDF—pick a folder for “PackageContents.pdf.”', 'turn 3: Help me bring up a file picker to choose multiple plain text documents for review. -> Opening the document picker—please select all the plain text files you’d like to review.', ""turn 4: Create a new plain text document titled ReviewNotes.txt -> Success! Your new text file 'ReviewNotes.txt' is created at content://documents/ReviewNotes.txt.""]"	Can you open it?	Can you open content://documents/ReviewNotes.txt?	{'plan': 'ACTION_OPEN_CONTENT', 'arguments': {'uri': 'content://documents/ReviewNotes.txt'}}	ACTION_GET_CONTENT-200-ACTION_CREATE_DOCUMENT-1-ACTION_OPEN_DOCUMENT-1_NR-ACTION_CREATE_DOCUMENT-1-ACTION_OPEN_CONTENT-1	['get_contact_info_from_uri', 'send_message', 'search_location', 'ACTION_OPEN_CONTENT', 'ACTION_OPEN_DOCUMENT']
"[""turn 1: Open Apple Music and play 'Shape of You'. -> Starting 'Shape of You' on Apple Music for you."", 'turn 2: Show the songs in my Chill Vibes playlist. -> Here’s what’s in your Chill Vibes playlist: Lo‑fi Chill; Sunday Morning; Ocean Drive; Night Owl.', ""turn 3: I'm searching for a text document to open; nothing fancy, just one file will do. -> All right, launching the file chooser—please select the text document you need."", 'turn 4: Let’s create a new text document for me called JournalEntry.txt. -> JournalEntry.txt is all set at content://documents/JournalEntry.txt.']"	Display it	Display content://documents/JournalEntry.txt	{'plan': 'ACTION_OPEN_CONTENT', 'arguments': {'uri': 'content://documents/JournalEntry.txt'}}	play_music-1369-ACTION_VIEW_PLAYLIST-1-ACTION_OPEN_DOCUMENT-1_NR-ACTION_CREATE_DOCUMENT-1-ACTION_OPEN_CONTENT-1	['ACTION_VIEW_SENT_EMAILS', 'send_message', 'play_video', 'ACTION_SET_RINGTONE', 'ACTION_OPEN_CONTENT']
"[""turn 1: Set the device ringtone using the system alarm sound URI: content://com.android.alarms/alarm_sound -> Ringtone successfully changed to 'alarm_sound'."", 'turn 2: Open the ringtone picker -> All right, here’s your pick: content://com.android.alarms/ringtone_melodic.mp3', ""turn 3: Use content://com.android.alarms/ringtone_melodic.mp3 as my ringtone -> All set! Incoming calls will now ring with 'ringtone_melodic.mp3' (content://com.android.alarms/ringtone_melodic.mp3)."", ""turn 4: Actually, I'd like to choose a different ringtone. -> Great pick! You chose 'ringtone_joyful.mp3' (content://com.android.alarms/ringtone_joyful.mp3).""]"	Wake me every Monday at 7:00 AM with it	Wake me every Monday at 7:00 AM with content://com.android.alarms/ringtone_joyful.mp3	{'plan': 'ACTION_SET_ALARM', 'arguments': {'EXTRA_HOUR': 7, 'EXTRA_MINUTES': 0, 'EXTRA_DAYS': ['Monday'], 'EXTRA_RINGTONE': 'content://com.android.alarms/ringtone_joyful.mp3'}}	ACTION_SET_RINGTONE-1579-ACTION_GET_RINGTONE-1-ACTION_SET_RINGTONE-1-ACTION_GET_RINGTONE-1-ACTION_SET_ALARM-1	['ACTION_VIEW_CONTACT', 'ACTION_INSERT_EVENT', 'ACTION_VIEW_SENT_MESSAGES', 'ACTION_SET_ALARM', 'play_music']
['turn 1: Assign content://media/internal/audio/media/21 as the default ringtone -> Ringtone changed successfully.', 'turn 2: Actually, can I choose a different one than content://media/internal/audio/media/21? -> Done! Selected ringtone: content://media/internal/audio/media/22', 'turn 3: Apply content://media/internal/audio/media/22 as the new ringtone -> Your ringtone has been updated to the audio at content://media/internal/audio/media/22.', 'turn 4: Pick another ringtone for me. -> Done, your new ringtone is content://media/internal/audio/media/23.']	Apply it as my default ringtone	Apply content://media/internal/audio/media/23 as my default ringtone	{'plan': 'ACTION_SET_RINGTONE', 'arguments': {'ringtone_uri': 'content://media/internal/audio/media/23'}}	ACTION_SET_RINGTONE-1586-ACTION_GET_RINGTONE-1-ACTION_SET_RINGTONE-1-ACTION_GET_RINGTONE-1-ACTION_SET_RINGTONE-1	['ACTION_SET_RINGTONE', 'ACTION_VIEW_CALL_LOG', 'ACTION_EDIT_DOCUMENT', 'launch_application', 'ACTION_EDIT_VIDEO']
"['turn 1: Modify Jack’s email to jack@newmail.com and address to 42 Wallaby Way, Sydney. Contact: content://contacts/people/jackp. -> All set! Jack’s email is now jack@newmail.com and his address is updated to 42 Wallaby Way, Sydney.', 'turn 2: Show me content://contacts/people/jackp contact details. -> Here’s Jack P.’s full contact view (content://contacts/people/jackp). Let me know if you want any edits.', 'turn 3: Ring 555-123-4567 up -> Placing a call to 555-123-4567...', ""turn 4: Add 555-123-4567 as 'Boss' and include an address '123 Business Rd' -> Boss has been added to your contacts with phone 555-123-4567 and address 123 Business Rd. You can view it here: content://contacts/people/boss""]"	Show its info	Show content://contacts/people/boss info	{'plan': 'ACTION_VIEW_CONTACT', 'arguments': {'contact_uri': 'content://contacts/people/boss'}}	ACTION_EDIT_CONTACT-66-ACTION_VIEW_CONTACT-1-dial-1-ACTION_INSERT_CONTACT-1-ACTION_VIEW_CONTACT-1	['ACTION_EDIT_CONTACT', 'web_search', 'open_settings', 'ACTION_VIEW_CONTACT', 'play_video']
